storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storephone,storecountry,latlonlocation,latlonlocationdv
PIECES D'AUTOS STE-CATHERINE J.C,CarQuest,101887,"4517, RTE FOSSAMBAULT L. 300",STE-CATHERINE J.C.,QC,G3N 1S3,4188754019,CAN,"46.8408139,-71.6108384","46.8408139,-71.6108384"
PIECES ET ACCESSOIRES RIVE-SUD,CarQuest,101888,1380 PRINCIPALE,ST-WENCESLAS,QC,G0Z 1J0,8195194800,CAN,"46.1727348,-72.3346999","46.1727348,-72.3346999"
PIECES EXPERT F.P.,CarQuest,101889,77 RUE ONTARIO,NOTRE DAME DU NORD,QC,J0Z 3B0,8197232951,CAN,"47.5928279,-79.4953967","47.5928279,-79.4953967"
PIECES TEMIS INC.,CarQuest,101890,24 RUE INDUSTRIEL,DEGELIS,QC,G5T 2J7,4188532222,CAN,"47.5405459,-68.6261743","47.5405459,-68.6261743"
"PIKEVILLE AUTO AND HARDWARE, LLC",CarQuest,101891,112 SOUTH GOLDSBORO STREET,PIKEVILLE,NC,27863,9192426414,USA,"35.495903,-77.9823411","35.495903,-77.9823411"
PILOT POINT AUTO PARTS,CarQuest,101892,1333 N HIGHWAY 377,PILOT POINT,TX,76258,9406866272,USA,"33.4094553,-96.9410842","33.4094553,-96.9410842"
PINKERTONS AUTO SUPPLY,CarQuest,101893,593 BERFORD STREET,WIARTON,ON,N0H 2T0,5195340450,CAN,"44.7432565,-81.1404817","44.7432565,-81.1404817"
PITSENBARGER SUPPLY,CarQuest,101894,234 N CANAL ST,DELPHOS,OH,45833,4196921010,USA,"40.844542,-84.3406888","40.844542,-84.3406888"
PITSTOP PARTS AND PAINT SUPPLY,CarQuest,101895,704 EAST 6TH STREET,HUNTINGBURG,IN,47542,8126832484,USA,"38.2992399,-86.9496179","38.2992399,-86.9496179"
PLUMAS MOTOR SUPPLY,CarQuest,101896,85 WEST MAIN,QUINCY,CA,95971,5302832350,USA,"39.9378872,-120.9395402","39.9378872,-120.9395402"
PLUTCHAK'S AUTO PARTS,CarQuest,101897,835 RIVER STREET,ONTONAGON,MI,49953,9068844111,USA,"46.8744227,-89.3209978","46.8744227,-89.3209978"
PORT PERRY AUTO SUPPLY LTD.,CarQuest,101898,16050 OLD SIMCOE ROAD,PORT PERRY,ON,L9L 1P3,9059858481,CAN,"44.1115445,-78.9576874","44.1115445,-78.9576874"
PORTAGEVILLE PARTS,CarQuest,101899,208 HWY 61 NORTH,PORTAGEVILLE,MO,63873,5733793824,USA,"36.4256935,-89.6961261","36.4256935,-89.6961261"
PORT-JOLI PIECES D'AUTOS,CarQuest,101900,467 ROUTE DE I'EGLISE,ST-JEAN PORT JOLI,QC,G0R 3G0,4185986484,CAN,"47.2054466,-70.2563855","47.2054466,-70.2563855"
POULTNEY AUTO,CarQuest,101901,75 MAIN ST,POULTNEY,VT,05764,8022879211,USA,"43.516929,-73.23439","43.516929,-73.23439"
POWELL AUTO PARTS,CarQuest,101902,2- 238 GAGE AVENUE NORTH,HAMILTON,ON,L8L 7A7,9053129033,CAN,"43.256304,-79.8246218","43.256304,-79.8246218"
POWELLS AUTO PARTS,CarQuest,101903,15815 LOWER GEORGES CREEK RD S,LONACONING,MD,21539,3014635671,USA,"39.5757084,-78.9738296","39.5757084,-78.9738296"
PRAIRIE AUTOMOTIVE,CarQuest,101904,517 E 3RD,ORDWAY,CO,81063,7192679922,USA,"38.217529,-103.7486709","38.217529,-103.7486709"
PRAIRIE GROVE AUTO AND FARM,CarQuest,101905,119 EAST BUCHANAN,PRAIRIE GROVE,AR,72753,4798462236,USA,"35.975445,-94.316642","35.975445,-94.316642"
PRECISION AUTO PARTS,CarQuest,101906,803 WEST 3RD STREET,FOREST,MS,39074,6014691454,USA,"32.3651936,-89.4820789","32.3651936,-89.4820789"
PREFERRED AUTO PARTS AND SUPPLY,CarQuest,101907,PO BOX 74,WISCONSIN DELLS,WI,53965,6082542591,USA,"43.6274794,-89.7709579","43.6274794,-89.7709579"
"PREFERRED PARTS, LLC",CarQuest,101908,640 N. STATE STREET,HILDALE,UT,84784,4358742000,USA,"37.001016,-112.9989","37.001016,-112.9989"
PREFERRED WAREHOUSE,CarQuest,101909,11638 STATE ROUTE 61,MOUNT CARMEL,PA,17851-2582,5703394044,USA,"40.8006568,-76.4200167","40.8006568,-76.4200167"
PREMIUM AUTO PARTS GDT,CarQuest,101910,"TRPCL BRZ PLZA, N BACK SALINA",GRAND TURK,TC,0,6499461898,BWI,"21.4674584,-71.1389101","21.4674584,-71.1389101"
PREMIUM AUTO PARTS INC,CarQuest,101911,615 BROADWAY AVE,SEASIDE,CA,93955,8313941466,USA,"36.6095117,-121.8503233","36.6095117,-121.8503233"
PREMIUM AUTO PARTS LTD,CarQuest,101912,INDUSTRIAL PARK UNITS 6 AND 7,PROVIDENCIALES,TC,00109,6499464197,BWI,"21.7962211,-72.1771969","21.7962211,-72.1771969"
PREMIUM AUTO PARTS OF KEY WEST,CarQuest,101913,5713 FIRST AVENUE,KEY WEST,FL,33040,3059222962,USA,"24.5722025,-81.7348992","24.5722025,-81.7348992"
PRESTON AUTO PARTS,CarQuest,101914,17 SOUTH STATE ST,PRESTON,ID,83263,2088521382,USA,"42.095802,-111.8762815","42.095802,-111.8762815"
PROFESSIONAL AUTO PARTS,CarQuest,101915,211 9TH STREET,CARMI,IL,62821,6183822371,USA,"38.0848351,-88.173995","38.0848351,-88.173995"
QUALITY AUTO PARTS,CarQuest,101916,4206 BROAD ST,LORIS,SC,29569,8437560551,USA,"34.056237,-78.8878439","34.056237,-78.8878439"
QUALITY CARQUEST,CarQuest,101917,1012 WEST MALONEY AVE.,GALLUP,NM,87301,5058633851,USA,"35.5294605,-108.756438","35.5294605,-108.756438"
QUEENS AUTO SUPPLY CARQUEST,CarQuest,101918,37 MAIN ST EAST,KINGSVILLE,ON,N9Y 1A1,5197336554,CAN,"42.037872,-82.7379461","42.037872,-82.7379461"
QUEST AUTO SUPPLIES LTD,CarQuest,101919,103 STARRS RD,YARMOUTH,NS,B5A 2T6,9027490929,CAN,"43.841963,-66.102188","43.841963,-66.102188"
QUICK SALES,CarQuest,101920,KINSTON BLVD,PINK HILL,NC,28572,2525684450,USA,"35.0609804,-77.7404756","35.0609804,-77.7404756"
QUINCAILLERIE ST-AMBROISE,CarQuest,101921,83 RUE SIMARD,ST-AMBROISE,QC,G7P2R6,4186724713,CAN,"48.5476267,-71.3205336","48.5476267,-71.3205336"
"R & T AUTO SUPPLY, INC",CarQuest,101922,516 S MAIN STREET,SHERIDAN,IN,46069,3177584456,USA,"40.1336529,-86.2209713","40.1336529,-86.2209713"
R AND L AUTO SUPPLY,CarQuest,101923,12103 FM1409   PO BOX 1434,MONT BELVIEU,TX,77580,2815765837,USA,"29.86892,-94.8325001","29.86892,-94.8325001"
R AND M AUTO PARTS,CarQuest,101924,1880 N. TOWNSEND,MONTROSE,CO,81401,9702496651,USA,"38.4965725,-107.8964777","38.4965725,-107.8964777"
R AND R SUPPLY,CarQuest,101925,207 CLAY,JETMORE,KS,67854,6203578353,USA,"38.087786,-99.9020094","38.087786,-99.9020094"
R.E.C AUTO INC,CarQuest,101926,68 SCOTT STREET,HARTFORD,NB,E7M 0C4,5063252223,CAN,"46.1677494,-67.6089516","46.1677494,-67.6089516"
"RAD AUTO WORKS, LIMITED",CarQuest,101927,"BL 1, PT 1, ONIGBONGBO VILLAGE","LEKKI LAGOS, NIGERIA",-,00000,0000000000,NG ,"6.5830927,3.3640841","6.5830927,3.3640841"
RADAR AUTO PARTS,CarQuest,101928,20 KING STREET,CLINTON,ON,N0M1L0,5194823445,CAN,"43.6162935,-81.5398719","43.6162935,-81.5398719"
RADAR AUTO PARTS BRUSSELS,CarQuest,101929,235 TURNBERRY STREET,BRUSSELS,ON,N0G1H0,5198879661,CAN,"43.7487854,-81.2459822","43.7487854,-81.2459822"
RADAR AUTO PARTS INC.,CarQuest,101930,3878 WELLINGTON STREET,MITCHELL,ON,N0K1N0,5193488485,CAN,"43.4566157,-81.2006704","43.4566157,-81.2006704"
RAL-DCS MILLBROOK NODE NC,CarQuest,101931,2635 EAST MILLBROOK RD,RALEIGH,NC,27604,(919) 876-8643,USA,"35.8489258,-78.5921791","35.8489258,-78.5921791"
RANCHLAND AUTO PARTS,CarQuest,101932,212 E. DOUGLAS STREET,O'NEILL,NE,68763,4023362310,USA,"42.4579551,-98.6503904","42.4579551,-98.6503904"
RANCHO AUTO AND TRUCK PARTS,CarQuest,101933,2004 DAIRY MART ROAD SUITE 114,SAN YSIDRO,CA,92173,6194282255,USA,"32.561638,-117.0627494","32.561638,-117.0627494"
RANDYS AUTO PARTS,CarQuest,101934,705 MONTGOMERY STREET,DECORAH,IA,52101,5633828488,USA,"43.2976849,-91.7739273","43.2976849,-91.7739273"
"RATON AMERICAN PARTS, INC.",CarQuest,101935,326 S. 2ND STREET,RATON,NM,87740,5754453659,USA,"36.899602,-104.4404434","36.899602,-104.4404434"
RAWLINS AUTO PARTS,CarQuest,101936,406 E. CEDAR ST.,RAWLINS,WY,82301,3073242751,USA,"41.7892714,-107.2312236","41.7892714,-107.2312236"
RAY GODIN AUTO SUPPLIES,CarQuest,101937,195 LAKE ST,PEMBROKE,ON,K8A 5M1,6137356875,CAN,"45.8260101,-77.1183816","45.8260101,-77.1183816"
RAY-MAC AUTO PARTS PETROLIA LTD.,CarQuest,101938,290 CENTRE STREET P.O. BOX 179,"PETROLIA ,",ON,N0N 1R0,5198823941,CAN,"42.887676,-82.148669","42.887676,-82.148669"
RAY-MAC AUTOPARTS (FOREST) LTD.,CarQuest,101939,6 KING STREET EAST,FOREST,ON,N0N 1J0,2265201840,CAN,"43.0977813,-82.0001136","43.0977813,-82.0001136"
RAY-MAC DISTRIBUTORS LIMITED,CarQuest,101940,378 RICHMOND ST P.O. # 1344,CHATHAM,ON,N7M 5R9,5193523120,CAN,"42.393,-82.1950688","42.393,-82.1950688"
REAL VIAU INC,CarQuest,101941,46 RUE ST THOMAS,VALLEYFIELD,QC,J6T 4J3,(000) 373-5482,CAN,"45.2544569,-74.1330491","45.2544569,-74.1330491"
REBEL AUTO PARTS,CarQuest,101942,641 WEST PINE,PINEDALE,WY,82941,3073674329,USA,"42.8669494,-109.8695365","42.8669494,-109.8695365"
RED AND SONS AUTO PARTS INC.,CarQuest,101943,PO BOX1175,BOISE CITY,OK,73933,5805443121,USA,"36.7294675,-102.5132419","36.7294675,-102.5132419"
"REDMONDS PARTS & PAINT, INC",CarQuest,101944,7660 FREEDOM AVE NW,NORTH CANTON,OH,44720,3303050100,USA,"40.8921903,-81.4287997","40.8921903,-81.4287997"
RED'S AUTO SUPPLY,CarQuest,101945,P. O. BOX 251,PRATTSVILLE,NY,12468,5182993627,USA,"42.3232554,-74.4232507","42.3232554,-74.4232507"
REGIS AUTO PARTS,CarQuest,101946,50 THAMES STREET SOUTH,INGERSOLL,ON,N5C2S9,5194854111,CAN,"43.0406067,-80.885291","43.0406067,-80.885291"
REIS AUTO PARTS AND SERVICE,CarQuest,101947,P O BOX 183,ODEBOLT,IA,51458,7126682210,USA,"42.3110926,-95.2526878","42.3110926,-95.2526878"
RENNS AUTO PARTS,CarQuest,101948,18 MECHANIC STREET,AKRON,NY,14001,7165422888,USA,"43.0198073,-78.5035621","43.0198073,-78.5035621"
RERUCHA  AG AND AUTO SUPPLY,CarQuest,101949,537 D STREET,DAVID CITY,NE,68632,4023673086,USA,"41.252565,-97.1281351","41.252565,-97.1281351"
RICHFIELD AUTO PARTS,CarQuest,101950,P.O.BOX 163,RICHFIELD,OH,44286,3306593761,USA,"41.2274088,-81.6363869","41.2274088,-81.6363869"
RICHLAND AUTO PARTS,CarQuest,101951,480 RICHLAND AVE.,ATHENS,OH,45701,7405926677,USA,"39.308423,-82.104204","39.308423,-82.104204"
RICK'S AMERICAN AND FOREIGN AUT,CarQuest,101952,98 RIDGE ROAD,NORTH ARLINGTON,NJ,07031,2019914190,USA,"40.7843853,-74.13597","40.7843853,-74.13597"
RIETH AUTO STORES,CarQuest,101953,1806 E. MAIN,MESA,AZ,85203,(480) 962-4211,USA,"33.4157384,-111.7923477","33.4157384,-111.7923477"
RIGHT AUTO PARTS,CarQuest,101954,705 EAST BUCKEYE,NORTH VERNON,IN,47265,8123465070,USA,"39.0054949,-85.6207678","39.0054949,-85.6207678"
RINEHART AUTO PARTS,CarQuest,101955,114 N MAIN,MILAN,MO,63556,6602654165,USA,"40.202303,-93.124436","40.202303,-93.124436"
RIO GRANDE MOTOR PARTS INC,CarQuest,101956,302 STATE AVE,ALAMOSA,CO,81101,7195892501,USA,"37.470149,-105.8652227","37.470149,-105.8652227"
RIO'S AUTO AG SUPPLY,CarQuest,101957,627 E GOVERMENT WAY,MATTAWA,WA,99349,5099324058,USA,"46.7380463,-119.8979402","46.7380463,-119.8979402"
RIV - TEMECULA CA #7713,CarQuest,101958,"41630 WINCHESTER ROAD, SUITE G",TEMECULA,CA,92590,9512966690,USA,"33.5192902,-117.1664912","33.5192902,-117.1664912"
RIVER AUTO PARTS,CarQuest,101959,20301 HIGHWAY 116,MONTE RIO,CA,95462,9195733000,USA,"38.4687882,-123.0086734","38.4687882,-123.0086734"
RIVER RUN AUTO PARTS,CarQuest,101960,820 B WARM SPRINGS RD.,KETCHUM,ID,83340,2087260104,USA,"43.6837641,-114.3680181","43.6837641,-114.3680181"
"RL PARTS PLUS, INC.",CarQuest,101961,1318 JACKSON STREET,SALEM,IN,47167,8128832002,USA,"38.5976697,-86.0815439","38.5976697,-86.0815439"
"ROACHDALE AUTO PARTS, LLC",CarQuest,101962,109 N INDIANA ST,ROACHDALE,IN,46172,7655222125,USA,"39.8516543,-86.8020793","39.8516543,-86.8020793"
ROAD RUNNER,CarQuest,101963,1 WEST MAIN STREET,CUBA,NY,14727,5859683713,USA,"42.2174061,-78.2758895","42.2174061,-78.2758895"
"ROBBINSVILLE AUTO PARTS, INC.",CarQuest,101964,379 BYPASS US 129,ROBBINSVILLE,NC,28771,8284790500,USA,"35.3222001,-83.8027328","35.3222001,-83.8027328"
RODGERS PARTS COMPANY,CarQuest,101965,336 DEPOT ST,LEXINGTON,MS,39095,6628343351,USA,"33.1112641,-90.0428911","33.1112641,-90.0428911"
RODS AUTO PARTS,CarQuest,101966,478 ASHEVILLE HIGHWAY,SYLVA,NC,28779,8285865558,USA,"35.3795677,-83.2084132","35.3795677,-83.2084132"
ROLFE AUTO & FARM SUPPLY,CarQuest,101967,101 GARFIELD,ROLFE,IA,50581,(712) 848-3340,USA,"42.8116826,-94.5275964","42.8116826,-94.5275964"
ROLL - BINGHAM CARQUEST,CarQuest,101968,4835 E. 38TH AVE.,ROLL,AZ,85347,9287853319,USA,"32.7517127,-113.9890993","32.7517127,-113.9890993"
RON'S AUTO PARTS WAREHOUSE INC,CarQuest,101969,136 S MAIN ST,CAPAC,MI,48014,8103952534,USA,"43.0113425,-82.9277603","43.0113425,-82.9277603"
ROSS FAMILY AUTO PARTS INC,CarQuest,101970,102 WEST HWY 23,GRANT,NE,69140,3083522240,USA,"40.8384275,-101.7253076","40.8384275,-101.7253076"
ROSSVILLE AUTO SUPPLY,CarQuest,101971,207 W PERRY,ROSSVILLE,KS,66533,7855846151,USA,"39.1365853,-95.954097","39.1365853,-95.954097"
ROUTE 66 AUTO SUPPLY INC,CarQuest,101972,1057 HISTORIC ROUTE 66,SANTA ROSA,NM,88435,5754725314,USA,"34.9449653,-104.6784785","34.9449653,-104.6784785"
ROYAL CITY AUTOMOTIVE,CarQuest,101973,253 EDINBURGH ROAD NORTH,GUELPH,ON,N1H 1E2,5198231400,CAN,"43.544657,-80.2673962","43.544657,-80.2673962"
ROYSE CITY CARQUEST,CarQuest,101974,306 E MAIN,ROYSE CITY,TX,75189,9726365611,USA,"32.9760654,-96.3300431","32.9760654,-96.3300431"
RSR AUTO PARTS,CarQuest,101975,521 DEPOT STREET,FRANKLIN,NC,28734,8285243777,USA,"35.1826031,-83.3723862","35.1826031,-83.3723862"
RUSH INTERNATIONAL TRUCK CENTER,CarQuest,101976,529 22ND STREET NORTH,LEWISTON,ID,83501,2087487100,USA,"46.4261331,-116.9990258","46.4261331,-116.9990258"
S & S AUTO PARTS INC.,CarQuest,101977,605 LAKE AVE,GOTHENBURG,NE,69138,3085373732,USA,"40.9250159,-100.1635854","40.9250159,-100.1635854"
S & S PARTS HOUSE,CarQuest,101978,1000 WEST BROADWAY,WINNSBORO,TX,75494,9033423561,USA,"32.9725949,-95.303512","32.9725949,-95.303512"
S AND H AUTO PARTS / CARQUEST,CarQuest,101979,8123 GUIDE MERIDIAN,LYNDEN,WA,98264,3603544468,USA,"48.9360209,-122.4862692","48.9360209,-122.4862692"
S AND W AUTO PARTS,CarQuest,101980,5328 COTTON STREET,GRACEVILLE,FL,32440,8502633249,USA,"30.9557663,-85.5163624","30.9557663,-85.5163624"
SALUDA AUTO PARTS,CarQuest,101981,2694 GENERAL PULLER HWY,SALUDA,VA,23149,8047584881,USA,"37.6014727,-76.5646948","37.6014727,-76.5646948"
SAN MIGUEL SUPPLY,CarQuest,101982,622 LEGION DR,LAS VEGAS,NM,87701,5054256735,USA,"35.6177769,-105.2241889","35.6177769,-105.2241889"
SANDY LAKE AUTO PARTS INC,CarQuest,101983,5327 FRANKLIN ROAD,SANDY LAKE,PA,16145,7243763105,USA,"41.3511483,-80.0791681","41.3511483,-80.0791681"
SANFORD AUTO PARTS,CarQuest,101984,ROUTE 28,ARKVILLE,NY,12406,8455864600,USA,"42.1027422,-74.4432178","42.1027422,-74.4432178"
SANTA CRUZ AUTO PARTS,CarQuest,101985,1919 SOQUEL AVENUE,SANTA CRUZ,CA,95062,8314232500,USA,"36.9819091,-121.9994972","36.9819091,-121.9994972"
SANTEE AUTO PARTS,CarQuest,101986,PO BOX 1274,SANTEE,SC,29142,8038542790,USA,"33.4751634,-80.4864764","33.4751634,-80.4864764"
SATICOY AUTO PARTS,CarQuest,101987,11015 NARDO STREET,SATICOY,CA,93004,8056473227,USA,"34.281819,-119.1481047","34.281819,-119.1481047"
SAV-MOR DISCOUNT AUTO,CarQuest,101988,982 MAIN ST,PEEKSKILL,NY,10566,9147377477,USA,"41.2918606,-73.9202589","41.2918606,-73.9202589"
SCHOPPE AUTO SUPPLY,CarQuest,101989,1422 AVENUE B N HWY 36,SOMERVILLE,TX,77879,9795961612,USA,"30.3497776,-96.5320912","30.3497776,-96.5320912"
SCHOWS AUTO PARTS,CarQuest,101990,323 E 8TH ST,RUPERT,ID,83350,2084363755,USA,"42.6192364,-113.6643048","42.6192364,-113.6643048"
SCHOW'S CQ OF AMERICAN FALLS,CarQuest,101991,2844 POCATELLO AVENUE,AMERICAN FALLS,ID,83211,2082262326,USA,"42.7864249,-112.8434416","42.7864249,-112.8434416"
SCIO AUTO PARTS AND SERVICE,CarQuest,101992,38970 HWY 226,SCIO,OR,97374,5033943380,USA,"44.70364,-122.8485247","44.70364,-122.8485247"
"SCOBEY FARM AND AUTO, INC.",CarQuest,101993,106 1ST AVENUE,SCOBEY,MT,59263,4064872428,USA,"48.792868,-105.4198109","48.792868,-105.4198109"
SCOTTY'S CARQUEST,CarQuest,101994,201 SOUTH STATE STREET,RIGBY,ID,83442,2087458783,USA,"43.6695079,-111.9142882","43.6695079,-111.9142882"
SEA-KENT PACIFIC HWY WA,CarQuest,101995,PACIFIC HIGHWAY,KENT,WA,98032,,USA,"47.4003076,-122.2973115","47.4003076,-122.2973115"
"SEAMAN PARTS AND SUPPLY, INC.",CarQuest,101996,12970 N. WINTZELL AVENUE,BAYOU LA BATRE,AL,36509,2518242101,USA,"30.4211749,-88.2449708","30.4211749,-88.2449708"
SEA-RIVER RD PUYALLUP WA,CarQuest,101997,621 RIVER ROAD,PUYALLUP,WA,98371,,USA,"47.2020523,-122.3007438","47.2020523,-122.3007438"
SEBASTOPOL AUTO PARTS,CarQuest,101998,PO BOX 317,SEBASTOPOL,MS,39359,6016258414,USA,"32.5652344,-89.3381105","32.5652344,-89.3381105"
SEDRO WOOLLEY AUTO PARTS INC,CarQuest,101999,816 MURDOCK STREET,SEDRO WOOLLEY,WA,98284,3608550341,USA,"48.5039301,-122.2373456","48.5039301,-122.2373456"
SEIPS AUTO PARTS,CarQuest,102000,501 W. STATE STREET,GEORGETOWN,OH,45121,9373784748,USA,"38.8641823,-83.9122624","38.8641823,-83.9122624"
"SENECA  AUTO PARTS, LLC",CarQuest,102001,395 N FRALEY ST,KANE,PA,16735,8148379280,USA,"41.6656649,-78.8118667","41.6656649,-78.8118667"
SEVIER'S AUTO SUPPLY,CarQuest,102002,429 HIGH STREET,DELANO,CA,93215,6617253312,USA,"35.7623731,-119.245903","35.7623731,-119.245903"
SHAKER VALLEY AUTO PARTS,CarQuest,102003,PO BOX 330,ENFIELD,NH,03748,6036324352,USA,"43.598941,-72.1070112","43.598941,-72.1070112"
SHELBY AUTO PLUS,CarQuest,102004,409 N. WASHINGTON STREET,SHELBY,NC,28150,7044822468,USA,"35.2962455,-81.5386013","35.2962455,-81.5386013"
SHELTON AUTOMOTIVE,CarQuest,102005,921 UNIVERSITY AVENUE,FLINT,MI,48504,8102381049,USA,"43.016665,-83.7041793","43.016665,-83.7041793"
SHERER AUTO PARTS,CarQuest,102006,710 COLFAX AVENUE,BENNETT,CO,80102,3036443311,USA,"39.7556808,-104.4245479","39.7556808,-104.4245479"
SIBLEY AUTO AND AG SUPPLY,CarQuest,102007,2895 HWY 65 SOUTH,EUDORA,AR,71640,8703554464,USA,"33.1110477,-91.2570275","33.1110477,-91.2570275"
SIDNEY CARQUEST,CarQuest,102008,710 WEST RUSSELL RD.,SIDNEY,OH,45365,9374926133,USA,"40.3026192,-84.1684898","40.3026192,-84.1684898"
SIERRA AUTO PARTS,CarQuest,102009,400 AUSTIN AVE,T OR C,NM,87901,5058946625,USA,"33.1243466,-107.2539179","33.1243466,-107.2539179"
"SILVER LAKE AGRI CENTER, LLC",CarQuest,102010,205 HERENDEEN STREET,SILVER LAKE,IN,46982,2603522307,USA,"41.070961,-85.8823824","41.070961,-85.8823824"
SIMMONS PARTS AND SERVICE,CarQuest,102011,145 SOUTH GROVE STREET,PETERSBURG,WV,26847,3042574942,USA,"38.9893675,-79.1219092","38.9893675,-79.1219092"
SINGER AUTO PARTS,CarQuest,102012,1049 W WASHINGTON,MARSHFIELD,MO,65706,4178592190,USA,"37.3358456,-92.9225308","37.3358456,-92.9225308"
"SLACK AUTO SUPPLY, LLC",CarQuest,102013,817 LINCOLN AVE,YORK,NE,68467,4023627708,USA,"40.8694864,-97.5934426","40.8694864,-97.5934426"
SMITH WHOLESALE AUTO,CarQuest,102014,PO BOX 464,MANCHESTER,KY,40962,6065982711,USA,"37.1424146,-83.7657664","37.1424146,-83.7657664"
SMITHS AUTOMOTIVE PARTS AND SERV,CarQuest,102015,1145 CENTRAL AVE W,WIGGINS,MS,39577,6019284841,USA,"30.8523353,-89.1519943","30.8523353,-89.1519943"
SNIDER AUTO PARTS AND GARAGE,CarQuest,102016,710 HOUSTON ST,GEORGE WEST,TX,78022,3614491333,USA,"28.3323843,-98.1183893","28.3323843,-98.1183893"
SOUTH PACIFIC AUTO PARTS,CarQuest,102017,932 SOUTH PACIFIC STREET,LAS VEGAS,NM,87701,5054258456,USA,"35.5871055,-105.2236632","35.5871055,-105.2236632"
SOUTHERN AUTO PARTS,CarQuest,102018,2548 ONSLOW DRIVE,JACKSONVILLE,NC,28540,9104551300,USA,"34.7643277,-77.4186398","34.7643277,-77.4186398"
SOUTHERN AUTO SUPPLY,CarQuest,102019,1450 MARYLAND HWY,MT LAKE PARK,MD,21550,3013341200,USA,"39.3966478,-79.3707312","39.3966478,-79.3707312"
SOUTHWEST KS SALES LLC-HUGOTON,CarQuest,102020,528 S. MAIN ST.,HUGOTON,KS,67951,6205448820,USA,"37.1775105,-101.3477596","37.1775105,-101.3477596"
SOUTHWEST KS SALES LLC-ULYSSES,CarQuest,102021,902 E HAMPTON AVE,ULYSSES,KS,67880,6203562012,USA,"37.5767825,-101.3466958","37.5767825,-101.3466958"
SPECIALIZED PARTS COMPANY,CarQuest,102022,1413 W SAN ANTONIO STREET,NEW BRAUNFELS,TX,78130,8306258593,USA,"29.690591,-98.1360137","29.690591,-98.1360137"
SPEEDY CARB.,CarQuest,102023,"110 POWELL PLAZA, COLUMBIA DR",CARBONEAR,NL,A1Y 1A6,7095962495,CAN,"47.7255738,-53.242687","47.7255738,-53.242687"
SPEEDY CB,CarQuest,102024,92 BROADWAY,CORNER BROOK,NL,A2H 4C8,7096398582,CAN,"48.9527832,-57.9554868","48.9527832,-57.9554868"
SPEEDY PAB,CarQuest,102025,10 MAIN STREET,PORT AUX BASQUES,NL,A0M 1C0,7096857358,CAN,"47.573727,-59.141837","47.573727,-59.141837"
SPEEDY SJ,CarQuest,102026,651 TOPSAIL ROAD,ST JOHN'S,NL,A1N 2C2,7093649283,CAN,"47.5248507,-52.7691194","47.5248507,-52.7691194"
SPEEDY SV,CarQuest,102027,81 QUEEN STREET,STEPHENVILLE,NL,A2N 2M8,9192275100,CAN,"48.5505827,-58.5767959","48.5505827,-58.5767959"
SPENCERS AUTO PARTS,CarQuest,102028,25 EAST HWY 40,ROOSEVELT,UT,84066,4357225148,USA,"40.2934075,-109.9914625","40.2934075,-109.9914625"
SPRING GREEN AUTO PARTS,CarQuest,102029,E 4783 US HWY 14,SPRING GREEN,WI,53588,6085882524,USA,"43.1913166,-90.1981051","43.1913166,-90.1981051"
SPRINGER AUTO,CarQuest,102030,PO BOX 147 501 4TH STREET,SPRINGER,NM,87747,5754832494,USA,"36.3613485,-104.5967349","36.3613485,-104.5967349"
SSR AUTO SUPPLY INC,CarQuest,102031,1130 ROYAL GORGE BLVD,CANON CITY,CO,81212,7192752309,USA,"38.443698,-105.2311369","38.443698,-105.2311369"
ST JOHN HARDWARE,CarQuest,102032,202 W A STREET,MOSCOW,ID,83843,2088827501,USA,"46.7349384,-117.0037663","46.7349384,-117.0037663"
ST JOHNS AUTO PARTS,CarQuest,102033,701 NORTH BUSINESS US 27,ST JOHNS,MI,48879,9892246788,USA,"43.0071033,-84.5516055","43.0071033,-84.5516055"
ST. PETER'S AUTOMOTIVE LIMITED,CarQuest,102034,49 TOULOUSE STREET PO BOX 58,ST. PETER'S,NS,B0E 3B0,9025352666,CAN,"45.6545181,-60.8721972","45.6545181,-60.8721972"
STAINBROOKS HARDWARE AND MORE,CarQuest,102035,19520 KANSAS HWY 152,LACYGNE,KS,66040,9137572177,USA,"38.3458931,-94.7422251","38.3458931,-94.7422251"
STALDER AUTO SUPPLY,CarQuest,102036,202 4TH STREET,CHAPMAN,KS,67431,7859226800,USA,"38.970426,-97.021615","38.970426,-97.021615"
STANDARD MOTOR SUPPLY,CarQuest,102037,108 COLORADO AVE,BRUSH,CO,80723,9708422889,USA,"40.2545729,-103.622005","40.2545729,-103.622005"
STANDISH AUTO PARTS,CarQuest,102038,127 OSSIPEE TRAIL WEST,STANDISH,ME,04084,2076425444,USA,"43.7341795,-70.5644775","43.7341795,-70.5644775"
STANFORD AUTO  PARTS,CarQuest,102039,P.O. BOX 65,STANFORD,KY,40484,6063659595,USA,"37.5477235,-84.6735132","37.5477235,-84.6735132"
STANWOOD AUTO PARTS LLC,CarQuest,102040,8530 D CEDARHOME DR NW,STANWOOD,WA,98292,3606290829,USA,"48.2438872,-122.3474807","48.2438872,-122.3474807"
STAR PARTS,CarQuest,102041,1119 E MILAM ST,WHARTON,TX,77488,9795321500,USA,"29.3082888,-96.0888868","29.3082888,-96.0888868"
STARKVILLE AUTO PARTS,CarQuest,102042,107 HWY 182,STARKVILLE,MS,39759,6623237764,USA,"33.4657028,-88.8174693","33.4657028,-88.8174693"
